sentence1,sentence2,label
एक कुत्ता पानी में नहीं तैर रहा है,एक कुत्ता पानी के एक शरीर में तैर रहा है,NP
साइना मुंबई में दीपिका पादुकोण से मिलने उनके घर भी गईं।,  इस दौरान साइना ने ना केवल दीपिका का घर देखा बल्कि उनके साथ डिनर भी किया।,NP
कोहली-फॉकनर में फिर हुई थी छींटाकशी|,"विराट ने फॉकनर से पूछा, गहरी नींद में क्यों हो|",NP
बिल्लियों एक दूसरे के साथ खेल रहे हैं,दो बिल्लियाँ एक साथ सो रही हैं,NP
लड़के पट्टियों से लटक रहे हैं और एक-दूसरे पर लात मार रहे हैं,लोग पट्टियों से लटक रहे हैं और एक दूसरे पर लात मार रहे हैं,P
पत्रकारा ने कहा कि उसने घटना प्रत्यक्ष देखा था।,पत्रकार ने कहा कि उसने घटना प्रत्यक्ष देखा था।,NP
"दाऊद के घर में चार टेलीफोन कनेक्शन है, चारों दाऊद की बीवी मेहजबीं शेख के नाम रजिस्टर्ड है।","उसके घर में चार लैंडलाइन नंबर लगे हैं, चारों नंबर दाऊद की पत्नी मेहजबीं शेख के नाम रजिस्टर्ड हैं।",P
चर्च के एक तहखाने में बच्चों का एक समूह माराका और ढोल बजा रहा है,एक इमारत के तहखाने में बच्चों का एक समूह माराका और ढोल बजा रहा है,P
"नौवाँ वार्ड, जो तूफ़ान कैटरीना के दौरान 20 फ़ीट तक ऊँचा देखा गया था, वह वर्तमान में कमर से ऊपर पानी में है, क्योंकि पास का बाँध ज़्यादा बढ़ गया था.",तूफान कटिराना के दौरान 20 फीट से अधिक ऊंचा बाढ़ देखने वाला नौवां वार्ड फिलहाल कमर ऊंचे पानी में है क्योंकि पास की लेवल ओवरटॉप की गई थी।,P
एक किशोर लड़की लाल मोती पहन रही है,लड़की को लाल पसंद है और वह किशोरों के लिए मोती नहीं पहनती है,NP
मुलायम सिंह यादव अपने परिवार सहित 5 विक्रमादित्य बंगले में रहते हैं। ,"  राजनाथ सिंह 4 कालीदास में रहते हैं, जिसका किराया 5320 रुपए है। ",NP
दो लोग एक मेज के चारों ओर बैठे हैं और अपने हाथों में बीयर पकड़ रहे हैं,दो लोग एक मेज के चारों ओर बैठे हैं और अपने हाथों में बीयर पकड़ रहे हैं,P
उन्होंने यह नहीं बताया कि उन्हें कब पकड़ा गया।,उन्होंने यह नहीं बताया कि उन भारतीय युवकों को कब हिरासत में लिया गया|,P
ब्राउन घोड़ा रोडियो में एक लाल बैरल के पास है,ब्राउन घोड़ा रोडियो में एक लाल बैरल से दूर है,NP
बच्चा बर्फ में स्लाइड कर रहा है,एक लाल और काला स्लाइड पर एक लड़का जैकेट और टोपी पहन रहा है और उसके घुटनें बर्फ से ढकी हुई हैं,NP
दो लड़के एक ट्रांपॉलिन पर खेल रहे हैं,कुछ लड़के ट्रैंपॉलिन पर खेल रहे हैं,P
इसके बाद प्रेस कॉन्‍फ्रेंस में कहा कि उनकी सलाह है कि विदेशी और देशी पर्यटक रात के समय छोटी स्‍कर्ट न पहनें। ,"आगरा में महिला टूरिस्टों की सेफ्टी के सवाल पर शर्मा ने कहा, ''पर्यटकों को, जब वो एयरपोर्ट पर आती हैं, एक वेलकम किट दी जा रही है।",NP
एक लड़की एक टी-शर्ट पहन रही है और उसका मुंह खुला है।,एक लड़की के पास एक टी-शर्ट है और वह अपना मुंह खुला रख रही है,P
राज्यसभा में सुब्रमण्यम स्वामी हेलीकाप्टर सौदे का मामला उठाएंगे|,कोर्ट ने जजमेंट में चार बार सिग्नोरा (सोनिया) गांधी और दो बार मनमोहन सिंह का भी नाम लिया|,NP
दिल्ली में रामकृष्ण आश्रम मार्ग और मंडी हाउस के इलाकों में सड़कों पर पानी जमा हो गया। इससे जाम लग गया।,रामकृष्ण आश्रम मार्ग और मंडी हाउस के इलाकों में सड़कों पर भरी पानी इकठा हो गया जिससे जाम लग गया।,P
भारतीय मुस्लिमों की वजह से नहीं पनप सकता आईएस|,भारत में कभी वर्चस्व कायम नहीं कर सकता आईएस|,P
प्रधानमंत्री ने बीपीएल धारक महिलाओं को मुफ्त गैस कनेक्शन वितरित किया|,पीएम नरेंद्र मोदी ने बलिया से आज 'प्रधानमंत्री उज्जवला योजना' की शुरुआत की|,NP
केतली ने सीटी बजाई जब भाप छोटे रसोईघर में भर गई और रेडियो पर एक लोक गीत धीरे बज रहा था।,कल झूम का मौसम था और मैंने पुराने फोटो देखें।,NP
पुलिसवाला पुलिस बाइक पर बैठा है,पुलिस साइकिल पर बैठा है।,P
  लोकेश राहुल ने केवल 46 बॉल पर 100 रन पूरे किए।,  डीप थर्डमेन बाउंड्री पर ड्वेन ब्रावो ने एक शानदार कैच लेकर रहाणे को आउट कर दिया।,NP
पूरी गियर में एक आदमी स्पोन्सर लोगो वाले हेलमेट पहन रहा है और लाल स्पोर्ट्स मोटरसाइकिल चला रहा है,पूरी गियर में एक रेसर स्पोन्सर लोगो के साथ हेलमेट पहन रहा है और लाल स्पोर्ट मोटरसाइकिल चला रहा है,P
एक महिला ने एक पेंसिल का इस्तेमाल किया है और अपनी पलक पर आंखों की लपेटी लगा रही है,एक महिला अपनी पलक से सौंदर्य प्रसाधन निकाल रही है,NP
मामला केरल के एर्नाकुलम जिले के पेरुम्बवूर का है। ,यह भायानक हत्याकाण्ड  केरल के एर्नाकुलम जिले के पेरुम्बवूर में हुआ था,P
एक व्यक्ति लापरवाही से रस्सी पर चढ़ रहा है,एक आदमी एक रस्सी पर चढ़ रहा है,P
"प्रत्यूषा बनर्जी केस: ''राहुल है ड्रग पैडलर, दिन में करता है दो बार नशा|''","दाऊद इब्राहिम को गैंगरीन, पैर काटने की नौबत|",NP
शारापोवा ने सोमवार को कहा कि मेल्डोनियम के लिए हुए उनका टेस्ट पॉजिटिव पाया गया।,उत्तर प्रदेश में मथुरा जिले के थाना माट इलाके में यमुना एक्सप्रेस वे पर केन्द्रीय मानव संसाधन विकास मंत्री स्मृति इरानी के काफिले के कथित तौर पर हुए एक्सीडेंट के मामले में नया मोड़ आ गया है।,NP
एक कुत्ता एक घास वाली पहाड़ी पर दौड़ रहा है,एक कुत्ता पहाड़ पर दौड़ रहा है,P
वहाँ कोई आदमी नृत्य नहीं है,एक आदमी नृत्य कर रहा है,NP
बबूआ माइक्रोफोन में बात कर रहा है,एक बबूआ बोल रहा है,P
आदमी कठोरता से पियानो खेल रहा है,आदमी पियानो खेल रहा है,P
भारतीय मुस्लिमों की वजह से नहीं पनप सकता आईएस|,पाकिस्तान के प्रधानमंत्री नवाज शरीफ ने रविवार को अपनी नातिन मेहरुन्निसा के दावत-ए-वलीमा समारोह में गुलाबी रंग की राजस्थानी साफा पहना था|,NP
उन्होंने आरोप लगाया है कि यह ‘विक्षिप्त मानसिकता’ के लोगों ने बनाई है।,ऎसे लोग सचिन और लता ताई जैसे आइकन की लोकप्रियता का अपनी खुद की लोकप्रियता के लिए दुरूपयोग करने की कोशिश करते हैं।,NP
हादसे में बाइक सवार एक शख्स की मौत हो गई जबकि  दो लोग घायल हो गए।,रविवार को एक्सप्रेस-वे पर हुए हादसे में एक मोटरसाइकल सवार की मौत हो गई और  उसके दो बच्चे घायल हो गए।,P
विजय माल्या ने राज्यसभा सांसद पद से दिया इस्तीफा|,पोस्टर में राहुल गांधी को जनरक्षक के रूप में दिखाया है,NP
"कोहली ने कहा, 'मुझे दस ओवर के बाद वर्चुअली लगा था कि हम टूर्नामेंट से बाहर हो गए हैं, धोनी के साथ मिलकर हमने मैच में कैसे वापसी की मैं नहीं जानता।","कोहली ने कहा- दस ओवरों के बाद लगा था कि टूर्नामेंट से इंडिया बाहर हो गई, लेकिन इसके बाद उन्होंने धोनी के साथ मिलकर जबर्दस्त वापसी।",P
कार्यशाला में भाग लेने के बाद कोई प्रतिभागी एक-एक परामर्श का अनुरोध कर सकता है।,प्रतिभागी समूह परामर्श के बजाय कई एक-एक सत्रों की मांग कर सकते हैं।,NP
एक आदमी कीबोर्ड खेल रहा है,एक संगीतकार कीबोर्ड बज रहा है,P
"एक-दूसरे की सेनाओं के विमानों और सैन्य नौकाओं को दूसरे के यहां ईधन भरने, मरम्मत करवाने और आराम करने की छूट होगी|",मृदुला और विपिन चंद्रा की पुस्तक 'इंडियाज स्ट्रगल फार इंडीपेंडेंस' में राहुल गांधी को करिश्माई नेता बताया गया है,NP
रात में बैंगनी और नीले रंग के कपड़े पहने एक लड़की धीरे-धीरे अपनी बाइक के पास चल रही है,रात में बैंगनी और नीले रंग के कपड़े पहने एक लड़की अपनी बाइक के पास चल रही है,P
एक आदमी दो कीबोर्ड खेल रहा है,दो कीबोर्ड बजाने वाला कोई पुरुष नहीं है,NP
यह कहना गलत होगा कि जलवायु परिवर्तन का अर्ध-शुष्क क्षेत्रों में फसल उपज पर कोई प्रभाव नहीं पड़ता।,यह कहना ठीक नहीं कि जलवायु परिवर्तन का असर बिल्कुल भी नहीं है; पर प्रभाव हर जगह अलग होता है।,P
महिला आँखों की छाया पर पेंसिलिंग कर रही है,एक महिला अपनी पलक पर सौंदर्य प्रसाधन लगा रही है,P
टोपी में एक आदमी वीणा बजा रहा है,टोपी में एक आदमी वीणा बजा रहा है,P
    वेस्ट इंडीज को 16वें ओवर में एक के बाद एक दो झटके लगे।  दूसरे विकेट के लिए रसेल और लुईस के बीच 78 रन की पार्टनरशिप हुई।,"  पहले कप्तान कार्लोस ब्रेथवेट रन आउट हुए, फिर पोलार्ड बोल्ड हो गए और इसके बाद नए बैट्समैन के रूप में आए लेंडल सिमंस भी 0 पर बोल्ड हो गए।",NP
मोदी ने लांच की प्रधानमंत्री उज्जवला योजना|,मोदी ने बलिया में लॉन्च की प्रधानमंत्री उज्जवला योजना|,P
ये इतने मजबूत हैं कि बारिश धूप के साथ छोटे मोटे पत्थरों को भी झेल सके। ,मौजूदा रास्ता बाणगंगा से अर्द्धकुंवारी जाता है। वहां से दो रास्त्ते निकलते हैं। पहला हाथी मत्था होते हुए भवन तक जाता है। यहां खड़ी चढ़ाई है। दूसरा हिमकोटि से भवन जाता है।,NP
एक व्यक्ति द्वारा एक कैप्सिकम को टुकड़ों में काट दिया जा रहा है,व्यक्ति लहसुन का एक नाखून टुकड़ों में काट रहा है,NP
"रिपोर्ट्स के मुताबिक संग्रहालय की जिस टीम ने हाल ही में पीएम मोदी का मेजरमेंट लिया था, उसी टीम ने कपिल शर्मा से भी मुलाकात की और उनका मेजरमेंट लिया।","मोहसिन फरहान अख्तर की फिल्म 'लक बाय चांस' में भी नज़र आ चुके हैं इस में  उनकी भूमिका छोटी सी थी, लेकिन साथ ही दमदार भी थी।",NP
चार लोग मोटी बर्फ पर मुश्किल से चल रहे हैं और सूरज डूब रहा है,चार लोग मोटी बर्फ पर चल रहे हैं और सूरज डूब रहा है,P
आदमी सोच रहा है,एक आदमी सोच रहा है,P
"पुलिस के मुताबिक, सफेद रंग की गायब आल्टो टैक्सी का रजिस्ट्रेशन नंबर एचपि  ओ एक डि दो हज़ार चार सो चालिस है",खराब फॉर्म से जूझ रहे महेंद्र सिंह धोनी को एक नया सहारा मिला पूर्व  ऑस्ट्रेलियाई खिलाड़ी का साथ|,NP
तलवार से रस्सी काटने वाला कोई पुरुष नहीं है,एक आदमी एक तलवार से एक रस्सी काट रहा है,NP
लेकिन अमेरिका के पास इसे साबित करने के सबूत नहीं हैं|,किरीट सोमैया  ने  आरोप  करते हुये  कहा कि  राहुल गांधी के करीबी और उनके सलाहकार सचिव कनिष्क कुमार के परिवार की कपंनी एम्मार-एमजीएफ अगस्ता वैस्टलैंड हैलीकॉप्टर  घोटाले में शामिल है|,NP
"प्रत्यूषा सुसाइड केस में चौंकाने वाला खुलासा, राहुल राज को अंतरिम जमानत|",ऋतिक-कंगना की लीक हुई फोटो|,NP
"इससे पहले 2009 में एक साथ तीन प्लेयर महिला बॉक्सर मेरी कॉम, बॉक्सर विजेंद्र सिंह और रेसलर सुशील कुमार को दिया गया था।",विश्वनाथन आनंद को मिला था सबसे पहला खेल रत्न ।,NP
"“वह [वेल्स] शुरू से ही हमसे झूठ बोलता रहा है। सबसे पहले, ढोंग करते हुए कि यह कानूनी कारणों के लिए था। दूसरा, अपनी कला को हटाने के समय तक यह जताते हुए कि वह हमारी बात सुन रहा था।”","वह [वेल्स] मूल रूप से शुरू से ही हमसे झूठ बोला. पहला, ऐसा करके मानो यह कानूनी कारणों से था. दूसरा, यह दिखाकर कि वह हमारी बात सुन रहा था, ठीक अपनी कला हटाने तक।",NP
एक शिमपांस गुस्से में लक्ष्य को लात मार रहा है,एक चिम्पैंजा गुस्से में एक लक्ष्य को लात मार रहा है,P
एक काला कुत्ता घास में बैठा है और अपना मुंह बंद रखता है,एक काला कुत्ता घास में दौड़ रहा है और उसकी जीभ लटक रही है,NP
भारत-ऑस्ट्रेलिया मेलबर्न वनडे मैच के दौरान विराट कोहली और जेम्स फॉकनर के बीच हुई कहासुनी ने काफी सुर्खियां बटोरी थींं,"विराट ने फॉकनर से पूछा, गहरी नींद में क्यों हो|",NP
 बेहोश होने के बाद सिपाही ने उसे उठाकर जोर से प्लेटफॉर्म पर पटक दिया।,सिपाही ने बचे के बेहोश होने के बाद उसे जोर से प्लेटफार्म पर पटक दिया|,P
स्नोबोर्डिंग का अभ्यास करने वाला व्यक्ति हवा से गिर जाता है,स्नोबोर्डर सफेद बर्फ पर कूद रहा है,NP
 रजिस्ट्रेशन के बाद यह सारी किस्में सरकार की हो जातीं तो किसानों को मैं कैसे मोटीवेट करता।,बच्चों की इस जिद को उनके माता पिता ने मानी और हजाराें घरों में टॉयलेट बन गए।,NP
पन्द्रह साल के प्रोजोरिया के मरीज निहाल बिटला की तेलंगाना में मौत|,पा से चर्चा में आए निहाल की मौत|,NP
अखबार का दावा है कि मोदी पढ़ाई में बहुत अच्छे थे और उन्होंने राजनीति शास्त्र में प्रथम श्रेणी में एम ए की परीक्षा उत्तीर्ण की थी।,"2 साल के कोर्स में पीएम मोदी ने विषय के तौर पर यूरोपियन पॉलिटिक्स, भारतीय राजनीति का विश्लेषण और राजनीति का मनोविज्ञान पढ़ा था।",NP
पठानकोट हमले की जांच के दौरान एयरबेस की सुरक्षा व्यवस्था की पोल खुलने लगी है।,राहुल के दौरे से पहले मुंबई कांग्रेस बनी अखाड़ा|,NP
"    हालांकि, जांच के बाद लॉस एंजिलिस पुलिस डिपार्टमेंट ने बताया कि यह अफवाह थी और तेज आवाज को फायरिंग समझ लिया गया। लॉस एंजिलिस एयरपोर्ट पुलिस डिपार्टमेंट ने ट्वीट कर बताया, ""पब्लिक सेफ्टी के लिए एहतियात बरती जा रही है। शांति और धैर्य बनाए रखें। आपके सहयोग के लिए धन्यवाद।""",  बता दें कि जोरो 1998 में रिलीज मशहूर फिल्म 'द मास्क ऑफ जोरो' का कैरेक्टर है।,NP
इसमें दर्ज एपी को माना जा रहा है कि ये अहमद पटेल हैं।,हेलिकॉप्टर सौदे में मिडिलमैन के लेटर्स में 'एपी' के मायने सोनिया गांधी के पॉलिटिकल सेक्रेटरी अहमद पटेल से थे।,P
डीआरडीओ ने भारत के प्रतिष्ठित आईजीएमडीपी (इंटीग्रेटिड गाइडिड मिसाइल डेवलपमेंट प्रोग्राम) के तहत पृथ्वी दो विकसित किया है।,सतह से सतह तक मार करने वाली इस मिसाइल को उड़ीसा के चांदीपुर टेस्ट रेंज से सुबह करीब नौ बजकर चालिस  मिनट  पर प्रक्षेपित किया गया।,NP
काफी निराश था और ड्रेसिंग रूम में लौटते हुए रोने लगा था।,तेंदुलकर ने कहा कि वह क्रिकेट के इतिहास में पहला खिलाड़ी था जिसे तीसरे अंपायर ने आउट करार दिया था।,NP
कोई पुरुष कीबोर्ड नहीं बजता है,एक आदमी कीबोर्ड खेल रहा है,NP
थरूर ने कन्हैया को बताया आज का भगत सिंह,बाबा साहब  का भक्त': पीएम मोदी,NP
रंगीन कोट में एक कुत्ता यार्ड में तेजी से दौड़ रहा है,रंगीन कोट में एक कुत्ता आंगन के पार दौड़ रहा है,P
राजनाथ से सवाल हुआ कि बीएसएफ क्यों लाए? ,  इस बीच पत्रकार शोर मचाने लगे तो राजनाथ ने कहा  प्लीज प्लीज महबूबाजी तो आपके घर की हैं। आपकी हैं...।,NP
एक महिला लक्ष्य अभ्यास पर गोली मार रही है,एक महिला लक्ष्य अभ्यास पर गोली मार रही है,P
तीन लोग एटीवी चला रहे हैं,कोई भी व्यक्ति एटीवी नहीं चलाता है,NP
महिला एक झाड़ी को संभाल रही है,कोई आदमी नहीं है जो एक झाड़ी को पकड़ता है,NP
इसके अलावा फिल्म 'इट्स मैन्स वर्ल्ड' में वो लीड रोल में नजर आए थे।,इसके अलावा 'इट्स अ मैन वर्ल्ड' में उन्होंने लीड रोल निभाया,P
अब माल्या के खिलाफ सुप्रीम कोर्ट पहुंचे सत्रह  बैंक,"मथुरा के एसपी राकेश सिंह ने बताया, 'जिस कार ने डॉक्टर की बाइक को टक्कर मारी वह केंद्रीय मानव संसाधन मंत्री के काफिले का हिस्सा नहीं थी।",NP
एक छोटा बच्चा कुछ गिरती हुई पत्तियों पर बाहर भाग रहा है,एक छोटा बच्चा गिरती हुई पत्तियों पर बाहर भाग रहा है,P
"तुर्की ने आईएसआईएस के लड़ाकों को पकड़ना और निगरानी करना शुरू कर दिया है, बयान में कहा गया है कि यूरोपीय देशों ने प्रत्यावर्तन करने से इन्कार कर दिया है.","बयान में कहा गया है कि तुर्की आईएसआईएस के पकड़े गए लड़ाकों की सुरक्षा का जिम्मा भी संभालेगा, जिन्हें यूरोपीय देशों ने वापस भेजने से इनकार कर दिया है।",P
उसने जंगली फूलों को सावधानी से एक जार में सजाया और उन्हें रसोई की मेज पर कमरे को उज्जवल करने के लिए छोड़ दिया।,"उनकी कार की बीमा नवीकरण तिथि अगले महीने है, और पालतू कुत्ता बीमार है।",NP
"1976 चयन के दौरान उन्होंने विदेश नीति पर कार्टर को सलाह दी, फिर 1977 से लेकर 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में हेनरी किसिंजर को सेवा दी.","१९७६ चयन के दौरान उन्होंने कार्टर को विदेश नीति पर सलाह दी, फिर १९७७ से १९८१ तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में कार्य किया, हेनरी किसिंगर के उत्तराधिकारी रहे ।",P
प्रशिक्षण कौशल बनाने के लिए ऊपर से नीचे के व्याख्यानों के बजाय सहभागी दृष्टिकोण पर जोर देता है।,प्रशिक्षण में कहा गया कि टॉप-डाउन लेक्चर बेहतर है बजाय सहभागी तरीकों के।,NP
कुछ कैमरे एक व्यक्ति द्वारा जला रहे हैं एक blow torch के साथ,एक व्यक्ति एक blow torch के साथ कुछ कैमरे जल रहा है,P
राज्यसभा में हंगामा:बाहर किए गए एक टीएमसी सांसद|,सुप्रीम कोर्ट ने शनिवार को प्राइवेट डीजल टैक्‍सी को सीएनजी में तब्दील करने की समय सीमा बढ़ाने से इनकार कर दिया था।,NP
राहुल पहुंचे हैदराबाद|,कांग्रेस उपाध्‍यक्ष राहुल गांधी हैदराबाद पहुंचे|,P
एक आदमी एक पेड़ ले जा रहा है,एक आदमी एक पौधा ले जा रहा है,P
मनरेगा के मजदूर पीएम मोदी को लौटाएंगे पांच रुपए,पीएम मोदी को पांच  रुपये लौटा रहे हैं मजदूर,P
एक आदमी पार्किंग स्थल पर है और एक बड़ी दीवार के खिलाफ टेनिस खेल रहा है,एक अकेला आदमी पार्किंग स्थल पर है और एक बड़ी दीवार के खिलाफ टेनिस खेल रहा है,P
कुछ मछलियाँ तेजी से तैर रही हैं,कुछ मछलियाँ तैर रही हैं,P
एक ध्वनि मिश्रण मेज के चारों ओर खड़े लोगों का एक समूह,कुछ लोग ध्वनि उपकरण को देख रहे हैं,P
"सभी गुफाओं, जिनका नाम “सात बहनें” रखा गया, में घुसने की जगह का डायमीटर कम से कम 100 से 250 मीटर (328 से 820 फ़ीट) है.","गुफा के सभी प्रवेश द्वार, जिन्हें ""द सेवन सिस्टर्स"" नाम दिया गया था, कम से कम 100 से 250 मीटर (328 से 820 फीट) व्यास के हैं।",P
पाक को हराकर भारत ने जीता नेत्रहीनों का टी ट्वन्टि एशिया कप,एयलिफ्ट' ने पहले दिन कमाए अछे पैसे,NP
महिला ने चश्मा या हेडड्रेस नहीं पहनी है,एक महिला मिस्र की हेड्रेस पहन रही है,NP
एक वयस्क अम्फीथेटेर में है और एक लड़के से बात कर रहा है,एम्फिथेटेर में कोई वयस्क नहीं है जो एक लड़के से बात कर रहा हो,NP
ऐसा आरोप है कि इस सौदे को मूर्त रूप देने के लिए भारतीय अधिकारियों और नेताओं को घूस दी गई थी।,"सीबीआई ने पूर्व वायु सेना प्रमुख एसपी त्यागी और बारह  अन्य के खिलाफ वीवीआईपी हेलीकॉप्टर सौदे में कथित धोखाधड़ी, भ्रष्टाचार और आपराधिक षडयंत्र का मामला दर्ज किया था।",NP
एक व्यक्ति एक केला छील रहा है,एक व्यक्ति एक केला को छील रहा है,P
कोई क्लोन नहीं गाती है और लोग नाच नहीं रहे हैं,एक मुर्गा गा रहा है,NP
एक आदमी रसोई में सिंक पर एक कंटेनर हिला रहा है,रसोई में सिंक पर कंटेनर हिलाकर कोई आदमी नहीं है,NP
इस बार लेकिन दो फरवरी को जंगल में आग लगी थी|,आग का यह सिलसिला शुष्क जाड़े के कारण दो फरवरी को शुरू हुआ था।,P
इसमें कई लोग सोनू निगम का गाना सुनने के लिए रूकते जरूर हैं,कुछ लोग हैरानी भरी निगाहों से उन्हें देख रहे हैं।,NP
बैंड गाती है,बैंड गाती नहीं है,NP
"माल्या के एफिडेविट पर जवाब देते हुए बैंकों ने कहा था कि उनके और उनकी फैमिली के नाम पर विदेशों में संपत्ति है, उससे बकाया चुकाया जा सकता है।","उन्होंने कहा, 'सुप्रीम कोर्ट के रूल्स के मुताबिक अवमानना नोटिस दिए जाने के बाद माल्या को कोर्ट में हाजिर होना चाहिए था। मगर वे एक बार भी नहीं आए।'",NP
एसयूवी जैसा दिखने वाला यह स्पेस शटल अपने ओरिजिनल फॉर्मेट से छह गुना छोटा है।,एलीट क्लब में शामिल हुआ भारत|,NP
चोटिल तेज गेंदबाज मोहम्मद शमी की वापसी हो गई है।,चोट से जूझ रहे मोहम्मद शमी की टीम में वापसी हुई है।,P
राज्यसभा में हंगामा:बाहर किए गए एक टीएमसी सांसद|,"अगस्ता घोटाला: राज्यसभा में हंगामा, टीएमसी सांसद को सदन से निकाला|",P
लोग एक खूबसूरत झरने के पास सड़क पर चल रहे हैं,लोग एक सुंदर झरने के पास सड़क पर नहीं चल रहे हैं,NP
ऑस्ट्रेलियन ओपन के लिए ड्रग टेस्ट में फेल हो गई थीं मारिया शारापोवा,मारिया शारापोवा ड्रग टेस्ट में हुईं फेल,P
एक आदमी मंच के बारे में बात कर रहा है,एक आदमी मंच पर बोल रहा है,NP
"बीस हज़ार पच्चास तक भारत में हो सकता है जलसंकट, विदेश से मंगाना पड़ेगा पीने का पानी|",आंकड़ों बताते हैं कि बीस हज़ार पच्चास तक हर आदमी के लिए तीन हज़ार एक सौ बीस लीटर पानी ही बचेगा|,NP
"एक लड़की, जो छोटी है, मंच पर ग्रैंड पियानो बजा रही है",एक लड़की पियानो खेल रही है,P
"बसपा सांसद की बहू ने खुद को बाथरुम में बंद कर मारी गोली, मौत|",बीएसपी सांसद की बहू ने गोली मारकर खुदकुशी की|,P
वहाँ कोई सफेद कार आदमी द्वारा चलाया जा रहा है,एक सफेद कार आदमी द्वारा चलाया जा रहा है,NP
यह ब्रिटेन में कहीं और आम बात है लेकिन स्कॉटिश न्याय अलग तरीके से काम करता है और अदालतों ने तस्वीरों के प्रकाशन को संभावित नुक़सानदेह के रूप मे देखा हैं |,यह यूके में कहीं और आम बात है लेकिन स्कॉटिश न्याय अलग तरह से काम करता है और अदालतों ने तस्वीरों के प्रकाशन को संभावित रूप से पूर्वाग्रह के रूप में देखा है।,P
एक आदमी आउटडोर पार्क पर एक स्केटबोर्ड ट्रिक कर रहा है,एक आदमी पार्क के verandas पर एक स्केटबोर्ड चाल कर रहा है,P
"याद रखें कि मुख्य स्टेज पर म्यूज़िक बंद हो जाने के बाद भी, फ़ेस्टिवल के कुछ हिस्से ऐसे होंगे जो देर रात तक संगीत बजाते रहेंगे.","याद रखें कि भले ही मुख्य मंचों पर संगीत खत्म हो गया हो, लेकिन त्योहार के खंड हो सकते हैं जो देर रात तक संगीत खेलते रहेंगे।",NP
"खास पिरामिड के आकार के टॉवर जिन्हें कभी-कभी ज़िगुरैट के नाम से भी जाना जाता है, जो मंदिर के हिस्से के तौर पर बनाया गया था.",कभी-कभी मंदिरों का हिस्सा बनने के लिए जिग्गुराट नामक विशेष पिरामिड आकार के टावर बनाए जाते थे।,P
"ऋतिक के सपोर्ट में आईं सुजैन, कंगना कॉन्ट्रोवर्सी में खुद भी ट्वीट की फोटो|",भगतसिंह को ‘क्रांतिकारी आतंकवादी’ बताने का मामला लोकसभा में गूंजा|,NP
1896 से हो रहे ओलिंपिक में पहली बार ऐसा हुआ है कि कोई भारतीय जिमनास्ट फाइनल में पहुंचा।,पहली बार 1896 से हो रहे ओलिंपिक में ऐसा हुआ था कि कोई भारतीय जिमनास्ट फाइनल में पहुंचा हो। ,P
जींस में एक महिला घोड़े की सीट पर बैठी है,जींस में महिला घोड़े की कुर्सी पर बैठी है,P
कोर्ट पर गेंद के लिए दो ऊंचे बास्केटबॉल खिलाड़ी लड़ रहे हैं,दो बास्केटबॉल खिलाड़ी कोर्ट पर गेंद के लिए लड़ रहे हैं,P
