word,antonym,word_hi,antonym_hi
march on,pull back,कूच करना,ठहराना
march on,recede,कूच करना,दूर जाना
march on,retire,कूच करना,रिटायर
march on,retreat,कूच करना,पीछे हटना
march on,withdraw,कूच करना,निकालना
margin account,cash account,संचय खाता,रोकड़ा खाता
marginality,centrality,सीमांतता,केन्द्रीयता
mark,ignore,निशान,अनदेखा करना
mark down,mark up,चिन्हित करना,चिन्हित करना
mark up,mark down,चिन्हित करना,चिन्हित करना
marked,unmarked,चिह्नित,अगोचर
market economy,non-market economy,बाजार अर्थव्यवस्था,गैर-बाजार अर्थव्यवस्था
married,single,विवाहित,अकेला
married,unmarried,विवाहित,अविवाहित
married man,married woman,विवाहित व्यक्ति,शादीशुदा महिला
married man,wife,विवाहित व्यक्ति,पत्नी
married woman,hubby,शादीशुदा महिला,पति
married woman,husband,शादीशुदा महिला,पति
married woman,married man,शादीशुदा महिला,विवाहित व्यक्ति
masculine,feminine,मदार्ना,संज्ञा
masculine,neuter,मदार्ना,नपुंसक
masculinity,femaleness,बहादुरता,मादापन
masculinity,feminineness,बहादुरता,नारीपन
masculinity,femininity,बहादुरता,स्रीत्व
masculinity,muliebrity,बहादुरता,कोमलता
mask,unmask,नकाब,पोल खोलना
masochist,sadist,मासोचिस्ट,पीड़न कामुक
masochistic,sadistic,मसाला,परपीड़क
mat,disentangle,चटाई,सुलझाना
mat,straighten out,चटाई,पता लगाना
mat,unsnarl,चटाई,अस्वाभाविक
match,disaccord,मिलान,अयुक्त
match,disagree,मिलान,असहमत
match,discord,मिलान,कलह
matched,mismatched,मिलान,बेमिसाल
mated,unmated,संभोग किया हुआ,अचूक
material,immaterial,सामग्री,अमूर्त
material,incorporeal,सामग्री,निराकार
material,insubstantial,सामग्री,असाध्य
material,nonmaterial,सामग्री,गैर -सामग्री
material,unreal,सामग्री,अवास्तविक
material,unsubstantial,सामग्री,जिसमें कुछ तत्व न हो
materialise,dematerialise,अमल में लाना,डिमैटरलिस करना
materialise,dematerialize,अमल में लाना,अवमूल्य करना
materiality,immateriality,माद्दा,अपरिपक्वता
materiality,incorporeality,माद्दा,समापन
materialize,dematerialise,अमल में लाना,डिमैटरलिस करना
materialize,dematerialize,अमल में लाना,अवमूल्य करना
maternal,filial,मातृ,बेटा-संबंधी
maternal,paternal,मातृ,पितृ -संबंधी
mathematical,verbal,गणितीय,मौखिक
matriarchal,patriarchal,मातृसत्तात्मक,कुलपति का
maturation,nondevelopment,परिपक्वता,अव्यवस्थित
mature,green,परिपक्व,हरा
mature,immature,परिपक्व,अपरिपक्व
mature,unfledged,परिपक्व,पंखहीन
mature,unripe,परिपक्व,अपरिपक्व
mature,unripened,परिपक्व,अचूक
maturely,immaturely,परिपक्वता,नासमझी
maturely,jejunely,परिपक्वता,जयजय रूप से
matureness,immatureness,परिपक्वता,अचूकता
matureness,immaturity,परिपक्वता,अपरिपक्वता
maturity,immatureness,परिपक्वता,अचूकता
maturity,immaturity,परिपक्वता,अपरिपक्वता
maxi,midi,मैक्सी,मिडी
maxi,mini,मैक्सी,मिनी
maximal,minimal,अधिक से अधिक,न्यूनतम
maximal,minimum,अधिक से अधिक,न्यूनतम
maximally,minimally,ज़्यादा से ज़्यादा,न्यूनतम
maximation,minimisation,अधिकतमकरण,न्यूनतम
maximation,minimization,अधिकतमकरण,न्यूनतम
maximisation,minimisation,मैक्ज़िमाइज़ेशन,न्यूनतम
maximisation,minimization,मैक्ज़िमाइज़ेशन,न्यूनतम
maximise,minimise,अधिकतम,छोटा करना
maximise,minimize,अधिकतम,छोटा करना
maximization,minimisation,अधिकतम,न्यूनतम
maximization,minimization,अधिकतम,न्यूनतम
maximize,minimise,अधिकतम,छोटा करना
maximize,minimize,अधिकतम,छोटा करना
maximum,lower limit,अधिकतम,निचली सीमा
maximum,minimal,अधिकतम,न्यूनतम
maximum,minimum,अधिकतम,न्यूनतम
meager,ample,अल्प,प्रचुर
meagerly,ample,बहुत,प्रचुर
meagerly,amply,बहुत,जिसकी पर्याप्त
meagerly,fully,बहुत,पूरी तरह
meagerly,richly,बहुत,बड़े पैमाने पर
meagre,ample,अल्प,प्रचुर
meagrely,amply,बहुत,जिसकी पर्याप्त
meagrely,fully,बहुत,पूरी तरह
meagrely,richly,बहुत,बड़े पैमाने पर
meaningful,meaningless,सार्थक,व्यर्थ
meaningful,nonmeaningful,सार्थक,अखंड
meaningfulness,meaninglessness,सार्थकता,निरर्थकता
meaningless,meaningful,व्यर्थ,सार्थक
meaninglessness,meaningfulness,निरर्थकता,सार्थकता
meanspirited,generous,कंजूस,उदार
measurable,immeasurable,औसत दर्जे का,बहुत बड़ा
measurable,immensurable,औसत दर्जे का,अविभाज्य
measurable,unmeasurable,औसत दर्जे का,अयोग्य
measurable,unmeasured,औसत दर्जे का,अनापा
measurably,immeasurably,कुछ हद तक,कहीं
meatless,meaty,मांसहीन,भावपूर्ण
meaty,meatless,भावपूर्ण,मांसहीन
mechanical,nonmechanical,यांत्रिक,अखंड
mediacy,immediacy,मिडियासी,तुरंत्ता
mediacy,immediateness,मिडियासी,तात्कालिक
mediate,immediate,मीडिएट,तुरंत
mediateness,immediacy,मध्यस्थता,तुरंत्ता
mediateness,immediateness,मध्यस्थता,तात्कालिक
medical,operative,चिकित्सा,ऑपरेटिव
medical,surgical,चिकित्सा,शल्य चिकित्सा
medulla,cortex,मज्जा,कॉर्टेक्स
medullated,unmyelinated,जासूसी,बिना मेलिनकृत
meet,diverge,मिलो,हट जाना
melanise,white,मेलेनिस,सफेद
melanise,whiten,मेलेनिस,निखारने में सहायक
melanize,white,मेलेन बनाना,सफेद
melanize,whiten,मेलेन बनाना,निखारने में सहायक
meliorate,aggravate,कृषि योग्य बनाना,छेड़ना
meliorate,decline,कृषि योग्य बनाना,गिरावट
meliorate,exacerbate,कृषि योग्य बनाना,ख़राब करना
meliorate,exasperate,कृषि योग्य बनाना,चिढ़ाना
meliorate,worsen,कृषि योग्य बनाना,खराब
melioration,declination,भूमि-सुधार,झुकाव
melioration,decline,भूमि-सुधार,गिरावट
melodic,unmelodic,मधुर,अनमोलोडिक
melodic,unmelodious,मधुर,अनमोल
melodic,unmusical,मधुर,बेसुरा
melodious,tuneless,मधुर,बेसुरा
melodious,unmelodic,मधुर,अनमोलोडिक
melodious,unmelodious,मधुर,अनमोल
melodious,unmusical,मधुर,बेसुरा
melodious,untuneful,मधुर,असंबद्ध
melodiously,unmelodiously,मधुर स्वर से,अनमोल रूप से
melt off,gain,पिघलना,पाना
melt off,put on,पिघलना,लगाओ
melted,unmelted,पिघला हुआ,बेमिसाल
member,nonmember,सदस्य,गैर - सदस्य
membered,memberless,अंग का,बिना सदस्यतापूर्ण
memberless,membered,बिना सदस्यतापूर्ण,अंग का
memorably,unmemorably,ने अविस्मरणीय,अनमोल रूप से
mend,break,रफ़ू किया हुआ छेद,तोड़ना
mend,bust,रफ़ू किया हुआ छेद,छाती
mendaciously,truthfully,शिष्टता से,सत्य रूप से
mendacity,veracity,भिक्षावृति,सच्चाई
mensurable,immeasurable,औसत दर्जे का,बहुत बड़ा
mensurable,immensurable,औसत दर्जे का,अविभाज्य
mensurable,unmeasurable,औसत दर्जे का,अयोग्य
mensurable,unmeasured,औसत दर्जे का,अनापा
mental,physical,मानसिक,भौतिक
mental ability,incapacity,मानसिक क्षमता,अक्षमता
mental disease,mental health,मानसिक रोग,मानसिक स्वास्थ्य
mental health,mental disease,मानसिक स्वास्थ्य,मानसिक रोग
mental health,mental illness,मानसिक स्वास्थ्य,मानसिक बिमारी
mental health,psychopathy,मानसिक स्वास्थ्य,मनोरोग
mental illness,mental health,मानसिक बिमारी,मानसिक स्वास्थ्य
merciful,merciless,कृपालु,बेरहम
merciful,unmerciful,कृपालु,बेदर्द
mercifulness,mercilessness,रहम,बेदर्दी
mercifulness,unmercifulness,रहम,असभ्यता
merciless,merciful,बेरहम,कृपालु
mercilessness,mercifulness,बेदर्दी,रहम
mercilessness,mercy,बेदर्दी,दया
mercy,mercilessness,दया,बेदर्दी
mercy,unmercifulness,दया,असभ्यता
merge,break apart,मर्ज,अलग हुए
merge,disunify,मर्ज,अस्वीकार करना
merit,demerit,योग्यता,अवगुण
merit,fault,योग्यता,गलती
merit system,spoils system,योग्यता प्रणाली,बिगाड़ प्रणाली
merited,unmerited,सराहना,नाहक
merrily,unhappily,ख़ुशी से,दुख
mesh,disengage,जाल,छुड़ाना
mesh,withdraw,जाल,निकालना
mesial,distal,बीच का,बाहर का
mesic,hydric,मेस -संबंधी,हाइड्रिक
mesic,xeric,मेस -संबंधी,ज़िंदगी
mesomorphic,ectomorphic,मेसोमोर्फिक,एक्टोमोर्फिक
mesomorphic,endomorphic,मेसोमोर्फिक,एंडोमोर्फिक
mesomorphic,pyknic,मेसोमोर्फिक,पाइनीक
messiness,neatness,गूढ़ता,स्वच्छता
messiness,tidiness,गूढ़ता,सफ़ाई
metabolic,ametabolic,चयापचय,अमेतर
metabolic,ametabolous,चयापचय,अमीरी
metabolous,ametabolic,चयापचय,अमेतर
metabolous,ametabolous,चयापचय,अमीरी
metal,nonmetal,धातु,परत -संबंधी
metal,nonmetallic,धातु,गैर धात्विक
metallic,nonmetal,धातु का,परत -संबंधी
metallic,nonmetallic,धातु का,गैर धात्विक
metamorphic,nonmetamorphic,रूपांतरित,अनमोल
metier,weak point,धंधा,कमजोर बिंदु
middle,beginning,मध्य,शुरुआत
middle,commencement,मध्य,प्रारंभ
middle,early,मध्य,जल्दी
middle,end,मध्य,अंत
middle,ending,मध्य,समाप्ति
middle,first,मध्य,पहला
middle,get-go,मध्य,शुरुआत से
middle,kickoff,मध्य,शुरू करना
middle,late,मध्य,देर
middle,offset,मध्य,ओफ़्सेट
middle,outset,मध्य,शुरू
middle,showtime,मध्य,शो टाइम
middle,start,मध्य,शुरू
middle,starting time,मध्य,शुरुआती समय
middle-class,low-class,मध्य वर्ग,निम्न श्रेणी
middle-class,lower-class,मध्य वर्ग,निचली श्रेणी
middle-class,upper-class,मध्य वर्ग,उच्च श्रेणी
middling,immoderately,मंझला,बिना संयम के
middling,unreasonably,मंझला,अनुचित तरीके से
midi,maxi,मिडी,मैक्सी
midi,mini,मिडी,मिनी
midsummer,winter solstice,गरमी का मध्य,शीतकालीन अयनांत
migratory,nonmigratory,घुमंतू,अखंड
migratory,resident,घुमंतू,निवासी
mild,intense,हल्का,गहन
militarisation,demobilisation,सैन्यकरण,वियोजन
militarisation,demobilization,सैन्यकरण,वियोजन
militarise,demilitarise,सैन्य -संबंधी,ग़ैरफ़ौजीकरण करना
militarise,demilitarize,सैन्य -संबंधी,ग़ैरफ़ौजीकरण करना
militarization,demobilisation,सैन्यकरण,वियोजन
militarization,demobilization,सैन्यकरण,वियोजन
militarize,demilitarise,सैन्यकरण करना,ग़ैरफ़ौजीकरण करना
militarize,demilitarize,सैन्यकरण करना,ग़ैरफ़ौजीकरण करना
military,civilian,सैन्य,असैनिक
military,nonmilitary,सैन्य,अमीर
military,unmilitary,सैन्य,असंबद्ध
military man,civilian,सैन्य व्यक्ति,असैनिक
military personnel,civilian,सैन्य कर्मचारी,असैनिक
military volunteer,conscript,सैनिक स्वयंसेवक,भरती होनेवाला
military volunteer,draftee,सैनिक स्वयंसेवक,ड्राफ्ट
military volunteer,inductee,सैनिक स्वयंसेवक,अनुगम
mind,forget,दिमाग,भूल जाओ
mindful,forgetful,सावधान,भुलक्कड़
mindful,mindless,सावधान,नासमझ
mindful,unmindful,सावधान,पागल
mindfully,inadvertently,मन से,अनजान
mindfully,unknowingly,मन से,अनजाने में
mindfully,unmindfully,मन से,बेमिसाल से
mindfully,unwittingly,मन से,बेइरादा
mindfulness,heedlessness,सचेतन,अनवधानता
mindfulness,inadvertence,सचेतन,अनजान
mindfulness,inadvertency,सचेतन,अनजानता
mindfulness,unmindfulness,सचेतन,असभ्यता
mindless,aware,नासमझ,जागरूक
mindless,mindful,नासमझ,सावधान
mined,unmined,खनन,अनिर्दिष्ट
mini,maxi,मिनी,मैक्सी
mini,midi,मिनी,मिडी
minify,increase,छोटा करना,बढ़ोतरी
minimal,maximal,न्यूनतम,अधिक से अधिक
minimal,maximum,न्यूनतम,अधिकतम
minimally,maximally,न्यूनतम,ज़्यादा से ज़्यादा
minimisation,maximation,न्यूनतम,अधिकतमकरण
minimisation,maximisation,न्यूनतम,मैक्ज़िमाइज़ेशन
minimisation,maximization,न्यूनतम,अधिकतम
minimise,amplify,छोटा करना,बढ़ाना
minimise,exaggerate,छोटा करना,अतिरंजना करना
minimise,hyperbolise,छोटा करना,हाइपरबोलिस
minimise,hyperbolize,छोटा करना,हाइपरबोलिंग करना
minimise,magnify,छोटा करना,आवर्धक
minimise,maximise,छोटा करना,अधिकतम
minimise,maximize,छोटा करना,अधिकतम
minimise,overdraw,छोटा करना,ओवरड्रॉ
minimise,overstate,छोटा करना,परहेज करना
minimization,maximation,न्यूनतम,अधिकतमकरण
minimization,maximisation,न्यूनतम,मैक्ज़िमाइज़ेशन
minimization,maximization,न्यूनतम,अधिकतम
minimize,amplify,छोटा करना,बढ़ाना
minimize,exaggerate,छोटा करना,अतिरंजना करना
minimize,hyperbolise,छोटा करना,हाइपरबोलिस
minimize,hyperbolize,छोटा करना,हाइपरबोलिंग करना
minimize,magnify,छोटा करना,आवर्धक
minimize,maximise,छोटा करना,अधिकतम
minimize,maximize,छोटा करना,अधिकतम
minimize,overdraw,छोटा करना,ओवरड्रॉ
minimize,overstate,छोटा करना,परहेज करना
minimum,maximal,न्यूनतम,अधिक से अधिक
minimum,maximum,न्यूनतम,अधिकतम
minimum,upper limit,न्यूनतम,ऊपरी सीमा
minor,major,नाबालिग,प्रमुख
minor surgery,major surgery,मामूली सर्जरी,प्रमुख सर्जरी
minority,bulk,अल्पसंख्यक,थोक
minority,legal age,अल्पसंख्यक,वैध युग
minority,majority,अल्पसंख्यक,बहुमत
minus,plus,ऋण,प्लस
minuscular,majuscule,माइनसस्कुलर,अपरकेस
minuscule,capital,एक प्रकार का हस्तलेख,पूंजी
minuscule,capital letter,एक प्रकार का हस्तलेख,पूंजी पत्र
minuscule,majuscule,एक प्रकार का हस्तलेख,अपरकेस
minuscule,upper-case letter,एक प्रकार का हस्तलेख,बड़े अक्षर
minuscule,uppercase,एक प्रकार का हस्तलेख,अपरकेस
mirthfully,unhappily,मिर्च से,दुख
misbehave,behave,दुर्व्यवहार,व्यवहार
misbehave,comport,दुर्व्यवहार,समान होना
miscarriage,live birth,गर्भपात,लाइव जन्म
miscarry,bring home the bacon,असफल होना,वेतन कमाने वाला
miscarry,carry to term,असफल होना,कार्यभार करना
miscarry,come through,असफल होना,के द्वारा आएं
miscarry,deliver the goods,असफल होना,माल वितरित करना
miscarry,succeed,असफल होना,सफल होना
miscarry,win,असफल होना,जीतना
mischief,beneficence,शरारत,उपकार
miscible,immiscible,विलेयशील,मिलाने के लिए योग्य नहीं
miscible,non-miscible,विलेयशील,गैर विलेयशील
miscible,unmixable,विलेयशील,अचूक
misconception,concept,ग़लतफ़हमी,अवधारणा
misconception,conception,ग़लतफ़हमी,धारणा
misconception,construct,ग़लतफ़हमी,CONSTRUCT
misconduct,behave,दुराचार,व्यवहार
misconduct,comport,दुराचार,समान होना
misconstruction,construction,अवसाद,निर्माण
misconstruction,expression,अवसाद,अभिव्यक्ति
misconstruction,grammatical construction,अवसाद,व्याकरणिक निर्माण
misdemean,behave,दुर्व्यवहार,व्यवहार
misdemean,comport,दुर्व्यवहार,समान होना
misfortune,good fortune,दुर्भाग्य,शुभ भविष्य
misfortune,good luck,दुर्भाग्य,आपको कामयाबी मिले
misfortune,luckiness,दुर्भाग्य,सौभाग्य
misfunction,function,गलतफहमी,समारोह
misfunction,go,गलतफहमी,जाना
misfunction,operate,गलतफहमी,प्रचालन
misfunction,run,गलतफहमी,दौड़ना
misfunction,work,गलतफहमी,काम
mismatched,matched,बेमिसाल,मिलान
misogynism,philogyny,कुपोषण,दार्शनिक
misogyny,philogyny,स्री जाति से द्वेष,दार्शनिक
miss,attend,याद,भाग लेना
miss,attend to,याद,में भाग लेने के
miss,collide with,याद,के साथ टकराने
miss,feature,याद,विशेषता
miss,go to,याद,जाओ
miss,have,याद,पास होना
miss,hit,याद,मार
miss,impinge on,याद,परत करना
miss,run into,याद,प्रवेश करना
miss,strike,याद,हड़ताल
miss,take to heart,याद,दिल से ले लो
mistreated,unabused,दुर्व्यवहार करना,अयोग्य
mistrust,bank,संदेह,किनारा
mistrust,rely,संदेह,भरोसा करना
mistrust,swear,संदेह,कसम खाना
mistrust,trust,संदेह,विश्वास
mistrust,trustfulness,संदेह,विश्वसनीयता
mistrust,trustingness,संदेह,विश्वसनीयता
mistrustfully,confidingly,अविश्वास से,विश्वासपूर्वक
mistrustfully,trustfully,अविश्वास से,भरोसे से
mistrustfully,trustingly,अविश्वास से,भोला
misused,used,क्या,इस्तेमाल किया गया
mitigated,unmitigated,कम,निरंतर
mix,segregate,मिक्स,अलग
mixable,immiscible,मिश्रण करने योग्य,मिलाने के लिए योग्य नहीं
mixable,non-miscible,मिश्रण करने योग्य,गैर विलेयशील
mixable,unmixable,मिश्रण करने योग्य,अचूक
mobile,immobile,गतिमान,स्थिर
mobile,stabile,गतिमान,स्थिर
mobilisation,demobilisation,लामबंदी,वियोजन
mobilisation,demobilization,लामबंदी,वियोजन
mobilise,demob,को जुटाने,डिमोब
mobilise,demobilise,को जुटाने,सेना तोड़ देना
mobilise,demobilize,को जुटाने,सेना तोड़ देना
mobilise,inactivate,को जुटाने,निष्क्रिय
mobility,immobility,गतिशीलता,स्थिरता
mobilization,demobilisation,लामबंदी,वियोजन
mobilization,demobilization,लामबंदी,वियोजन
mobilize,demob,को जुटाने,डिमोब
mobilize,demobilise,को जुटाने,सेना तोड़ देना
mobilize,demobilize,को जुटाने,सेना तोड़ देना
mobilize,inactivate,को जुटाने,निष्क्रिय
moderate,immoderate,मध्यम,बिना संयम के
moderately,immoderately,मध्यम,बिना संयम के
moderately,unreasonably,मध्यम,अनुचित तरीके से
moderateness,immoderateness,मध्यमता,अनमलता
moderateness,immoderation,मध्यमता,इमोडेशन
moderating,intensifying,मॉडरेट,तेज
moderation,immoderateness,संयम,अनमलता
moderation,immoderation,संयम,इमोडेशन
moderation,intemperance,संयम,असंयमीता
modern,nonmodern,आधुनिक,अखंड
modern,old style,आधुनिक,पुरानी शैली
modern,old style font,आधुनिक,ओल्ड स्टाइल फ़ॉन्ट
modern font,old style,आधुनिक फ़ॉन्ट,पुरानी शैली
modern font,old style font,आधुनिक फ़ॉन्ट,ओल्ड स्टाइल फ़ॉन्ट
modest,immodest,मामूली,निर्लज्ज
modestly,immodestly,विनय,अभद्रता से
modestness,immodesty,विनय,बेशर्मी
modesty,immodesty,नम्रता,बेशर्मी
modifiable,unmodifiable,परिवर्तनीय,अनमोल
modified,unmodified,संशोधित,असंशोधित
modulated,unmodulated,संग्राहक,अनमोल किया हुआ
moisturise,dehumidify,नम करना,अस्त -व्यस्त करना
moisturize,dehumidify,Moisturize,अस्त -व्यस्त करना
molar,molecular,दाढ़,मोलेकुलर
molecular,molar,मोलेकुलर,दाढ़
moment,inconsequence,पल,परिणामस्वरूप
monaural,biaural,मोनोअल,द्विअर्थी
monaural,binaural,मोनोअल,बाइनॉरल
monaurally,binaurally,मोनौर की दृष्टि से,द्विध्रुवीय रूप से
monaurally,in both ears,मोनौर की दृष्टि से,दोनों कानों में
monaurally,to both ears,मोनौर की दृष्टि से,दोनों कानों को
monecious,dioecian,एक प्रकार का,डियोसियन
monecious,dioecious,एक प्रकार का,dioecious
monetisation,demonetisation,मुद्रीकरण,demonetisation
monetisation,demonetization,मुद्रीकरण,DEMONETIZATION
monetization,demonetisation,मुद्रीकरण,demonetisation
monetization,demonetization,मुद्रीकरण,DEMONETIZATION
moneyed,moneyless,धनी,पैसे बिना
moneyless,moneyed,पैसे बिना,धनी
moneyless,monied,पैसे बिना,भोला -भाला
monied,moneyless,भोला -भाला,पैसे बिना
monism,pluralism,वेदांत,बहुलवाद
monochromatic,polychromatic,एकरंगा,अनेक रंगों का
monoclinic,anorthic,मोनोक्लिनिनिक,एक प्रकार का
monoclinic,triclinic,मोनोक्लिनिनिक,ट्राइक्लिनिनिक
monoclinous,diclinous,मोनोक्लिनस,डाइक्लिनस
monocotyledonous,dicotyledonous,मोनोकोटिडोनस,द्विबीजपत्री
monody,concerted music,एकरूपता,संगीत -संगीत
monody,polyphonic music,एकरूपता,पॉलीफोनिक संगीत
monody,polyphony,एकरूपता,polyphony
monoecious,dioecian,द्विलिंगी,डियोसियन
monoecious,dioecious,द्विलिंगी,dioecious
monogamous,polygamous,एक पत्नीक,बहुविवाही
monoicous,dioecian,मोनोइजिक,डियोसियन
monoicous,dioecious,मोनोइजिक,dioecious
monolingual,multilingual,एकल-,बहुभाषी
mononuclear,binuclear,mononuclear,बिन्यूक्लियर
mononuclear,binucleate,mononuclear,बिन्यूक्लेट
mononuclear,binucleated,mononuclear,बिन्यूक्लेटेड
mononuclear,trinuclear,mononuclear,त्रिन्यूक्लियर
mononuclear,trinucleate,mononuclear,त्रिन्यूक्लेट
mononuclear,trinucleated,mononuclear,त्रिनुचुलाया हुआ
mononucleate,binuclear,मोनोन्यूक्लेट,बिन्यूक्लियर
mononucleate,binucleate,मोनोन्यूक्लेट,बिन्यूक्लेट
mononucleate,binucleated,मोनोन्यूक्लेट,बिन्यूक्लेटेड
mononucleate,trinuclear,मोनोन्यूक्लेट,त्रिन्यूक्लियर
mononucleate,trinucleate,मोनोन्यूक्लेट,त्रिन्यूक्लेट
mononucleate,trinucleated,मोनोन्यूक्लेट,त्रिनुचुलाया हुआ
monophonic,contrapuntal,मोनोफोनिक,कॉन्ट्रापुंटल
monophonic,polyphonic,मोनोफोनिक,पॉलीफोनिक
monophonic music,concerted music,मोनोफोनिक संगीत,संगीत -संगीत
monophonic music,polyphonic music,मोनोफोनिक संगीत,पॉलीफोनिक संगीत
monophonic music,polyphony,मोनोफोनिक संगीत,polyphony
monophony,concerted music,मोनोफनी,संगीत -संगीत
monophony,polyphonic music,मोनोफनी,पॉलीफोनिक संगीत
monophony,polyphony,मोनोफनी,polyphony
monoploid,diploid,मोनोप्लॉइड,द्विगुणित
monoploid,polyploid,मोनोप्लॉइड,बहुपक्षीय
monosemy,lexical ambiguity,मोनोसेमी,लेक्सिकल अस्पष्टता
monosemy,polysemy,मोनोसेमी,अनेक मतलब का गुण
monospaced font,proportional font,मोनोसेप्ड डू,आनुपातिक फ़ॉन्ट
monotheism,polytheism,अद्वैतवाद,बहुदेववाद
monotheistic,polytheistic,अद्वैतवाद-संबंधी,बहुदेय
monotone,nonmonotonic,एक लय,नापने का
monotonic,nonmonotonic,एकरस,नापने का
monotonous,excitement,नीरस,रोमांच
monovalent,multivalent,मोनोवैलेन्ट,बहुस्तरीय
monovalent,polyvalent,मोनोवैलेन्ट,बहुपक्षीय
monovular,biovular,मोनोव्युलर,द्विभाजक
monovular,fraternal,मोनोव्युलर,भाईचारे का
moonless,moonlit,अमावस,चांदनी से भरा
moonless,moony,अमावस,चांद के रूप का
moonlit,moonless,चांदनी से भरा,अमावस
moony,moonless,चांद के रूप का,अमावस
moral,immoral,नैतिक,अनैतिक
morality,immorality,नैतिकता,अनैतिकता
morally,amorally,नैतिक रूप से,मनमोहक रूप से
morally,immorally,नैतिक रूप से,अनैतिक
morbidity,wholesomeness,रोगों की संख्या,स्वास्थ्य-प्रदाता
morbidness,wholesomeness,विकृति,स्वास्थ्य-प्रदाता
more,fewer,अधिक,से कम
more,less,अधिक,कम
more,to a lesser extent,अधिक,एक हद तक कम करने के लिए
more than,less,इससे अधिक,कम
morning,sundown,सुबह,सूर्यास्त
morning,sunset,सुबह,सूर्यास्त
mortal,immortal,नश्वर,अमर
mortal sin,venial sin,नश्वर पाप,के बिना शून्य
mortality,immortality,मृत्यु दर,अमरता
most,fewest,अधिकांश,सबसे कम
most,least,अधिकांश,कम से कम
most,to the lowest degree,अधिकांश,सबसे कम डिग्री तक
mother,begetter,माँ,उकसाने वाला
mother,father,माँ,पिता
mother,male parent,माँ,पुरुष माता -पिता
motility,immotility,गतिशीलता,अचूकता
motion,lifelessness,गति,बेजान
motion,motionlessness,गति,गतिहीनता
motion,stillness,गति,शांति
motionlessness,motion,गतिहीनता,गति
motivated,unmotivated,प्रेरित,अचूक
motivator,deterrence,प्रेरक,डिटरेन्स
motivator,disincentive,प्रेरक,निस्र्त्साहित
motor mower,hand mower,मोटर घास काटने वाला,हाथ की घास काटने वाला
motored,motorless,मोटा,मोटरहीन
motored,unmotorised,मोटा,अनमोल किया हुआ
motored,unmotorized,मोटा,अनमोल किया हुआ
motorial,afferent,मोटरसीन,केंद्र पर पहुंचानेवाला
motorised,motorless,मोटर,मोटरहीन
motorised,unmotorised,मोटर,अनमोल किया हुआ
motorised,unmotorized,मोटर,अनमोल किया हुआ
motorized,motorless,मोटर,मोटरहीन
motorized,unmotorised,मोटर,अनमोल किया हुआ
motorized,unmotorized,मोटर,अनमोल किया हुआ
motorless,motored,मोटरहीन,मोटा
motorless,motorised,मोटरहीन,मोटर
motorless,motorized,मोटरहीन,मोटर
mount,get off,पर्वत,उतर जाओ
mount,hop out,पर्वत,रोकना
mount,wane,पर्वत,पतन
mount up,get off,चढ़ाना,उतर जाओ
mount up,hop out,चढ़ाना,रोकना
mouthless,stomatous,बिना मुंह से,कड़ा
movability,immovability,सुस्ती,अचल स्थिति
movability,immovableness,सुस्ती,अपरिवर्तनीयता
movableness,immovability,चलता,अचल स्थिति
movableness,immovableness,चलता,अपरिवर्तनीयता
move,forbear,कदम,पूर्वज
move,refrain,कदम,रोकना
move,rest,कदम,आराम
move,stand still,कदम,अभी भी खड़े रहना
move,stay,कदम,रहना
move,stay in place,कदम,जगह पर रहना
move,stay put,कदम,यहीं रहो
move,stick,कदम,चिपकना
move,stick around,कदम,पास में रहना
move back,advance,वापस जाना,अग्रिम
move back,go on,वापस जाना,जारी रखें
move back,march on,वापस जाना,कूच करना
move back,move on,वापस जाना,आगे बढ़ो
move back,pass on,वापस जाना,आगे बढ़ना
move back,progress,वापस जाना,प्रगति
move in,get out,में स्थानांतरित,चले जाओ
move in,move out,में स्थानांतरित,घर छोड़ देना
move in,pull out,में स्थानांतरित,बाहर खींचें
move into,exit,में स्थानांतरित,बाहर निकलना
move into,get out,में स्थानांतरित,चले जाओ
move into,go out,में स्थानांतरित,बाहर जाना
move into,leave,में स्थानांतरित,छुट्टी
move on,draw back,आगे बढ़ो,वापस आ जाना
move on,move back,आगे बढ़ो,वापस जाना
move on,pull away,आगे बढ़ो,दूर करना
move on,pull back,आगे बढ़ो,ठहराना
move on,recede,आगे बढ़ो,दूर जाना
move on,retire,आगे बढ़ो,रिटायर
move on,retreat,आगे बढ़ो,पीछे हटना
move on,withdraw,आगे बढ़ो,निकालना
move out,move in,घर छोड़ देना,में स्थानांतरित
move up,come down,बढ़ाना,नीचे आओ
move up,descend,बढ़ाना,उतरना
move up,fall,बढ़ाना,गिरना
move up,go down,बढ़ाना,नीचे जाना
moved,unaffected,ले जाया गया,अप्रभावित
moved,unmoved,ले जाया गया,स्थिर
moved,untouched,ले जाया गया,अछूता
moving,nonmoving,आगे बढ़ने वाला,अखरोट
moving,still,आगे बढ़ने वाला,फिर भी
moving,unmoving,आगे बढ़ने वाला,बेमिसाल
mown,uncut,मातम,काटा हुआ नहीं
mown,unmown,मातम,एकजुट हो जाओ
much,little,अधिकता,थोड़ा
much,slight,अधिकता,थोड़ा
muliebrity,masculinity,कोमलता,बहादुरता
multiculturalism,nationalism,बहुसंस्कृतिवाद,राष्ट्रवाद
multidimensional,one-dimensional,बहुआयामी,एक आयामी
