src,ref,mt,model,category,label
"Only mutations in germ-line cells can be passed on to children, while mutations elsewhere can cause cell-death or cancer.",केवल जर्म-लाइन कोशिकाओं में वृद्धि बच्चों तक पहुँच सकती है जबकि अन्य कहीं होने वाली वृद्धि से कोशिकाएँ नष्ट हो सकती हैं या कैंसर हो सकता है.,"केवल रोगाणु लाइन कोशिकाओं में उत्परिवर्तन बच्चों को पारित किया जा सकता है, जबकि कहीं और उत्परिवर्तनसेल-मौत या कैंसर का कारण बन सकता है ।",bing_api,Mixd_lang,P
The major religion in Moldova is Orthodox Christian.,मोल्दोवा में प्रमुख धर्म रूढ़िवादी ईसाई धर्म है।,मोल्दोवा का प्रमुख धर्म रूढ़िवादी ईसाई है।,IndicTrans_Samanantar,Default_similar,P
The major religion in Moldova is Orthodox Christian.,मोल्दोवा में प्रमुख धर्म रूढ़िवादी ईसाई धर्म है।,मोल्डोवा में प्रमुख धर्म आर्थोडॉक्स ईसाई है।,cvit_iiith,Default_similar,P
"After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.","1963 में बाँध बनने के बाद, मौसमी बाढ़ जो पूरे नदी में तलछट फैला देगी वह रुक गई थी.","1963 में बांध के निर्माण के बाद, मौसमी बाढ़ जो नदी में तलछट फैलाती थी, रोक दी गई थी।",google_api,Mixd_lang,P
It is thinner under the maria and thicker under the highlands.,यह समुद्र के नीचे पतला और ऊँचे क्षेत्रों के नीचे मोटा होता है।,यह मारिया के नीचे पतला है और ऊंचे मैदानों के नीचे मोटा है।,mT5,Word_synm,P
Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.,असल में फील्ड ट्रिप साझा करना यात्रा पर विचार करने और भविष्य की कक्षाओं के साथ अनुभव करने का एक शानदार तरीका है.,एक क्षेत्र यात्रा को आभासी रूप से साझा करना भी एक यात्रा पर प्रतिबिंबित करने और भावी कक्षाओं के साथ अनुभवों को साझा करने का एक महानतरीका है।,mT5,Add_extra,NP
"Boating is a national pastime in Finland, with a boat to every seven or eight people.","नौका विहार फिनलैंड में एक राष्ट्रीय शगल है, हर सात या आठ लोगों पर एक नाव है।","फिनलैंड में नौकायन एक राष्ट्रीय शौक है, जहां हर सात या आठ लोगों के लिए एक नाव है।",NLLB,Word_ordr,NP
Check the label for specific first aid instructions for that specific poison.,उस विशेष जहर के लिए विशेष प्राथमिक चिकित्सा निर्देशों के लिए लेबल को देखेंं।,उस विशिष्ट जहर के लिए विशिष्ट प्राथमिक चिकित्सा अनुदेशों के लिए लेबल की जाँच करें.,mT5,Word_synm,P
Check that the bus you are thinking of taking goes into Hebron and not just to the nearby Jewish settlement of Kiryat Arba.,देख लें कि आप जिस बस से जाने की सोच रहे हैं वह हेब्रॉन जाती है न कि सिर्फ़ किरयात अरबा के नज़दीकी यहूदी स्थानों तक.,"जांचें कि आप जिस बस को लेने की सोच रहे हैं वह हेब्रोन में जाती है, न कि केवल किर्यत अरबा की यहूदी बस्ती के लिए।",google_api,Word_ordr,NP
"The strategy proved effective, cutting off vital military and civilian supplies, although this blockade violated generally accepted international law codified by several international agreements of the past two centuries.","रणनीति महत्वपूर्ण सैन्य और असैन्य आपूर्ति को काटते हुए प्रभावी साबित हुई, हालाँकि इस नाकाबंदी ने पिछले दो शताब्दियों के कई अंतरराष्ट्रीय समझौतों द्वारा आमतौर पर स्वीकृत अंतर्राष्ट्रीय कानून का उल्लंघन किया।","यह रणनीति प्रभावी साबित हुई, जिसने महत्वपूर्ण सैन्य और नागरिक आपूर्ति को काट दिया, हालांकि इस नाकाबंदी ने पिछले दो शताब्दियों के कई अंतर्राष्ट्रीय समझौतों द्वारा सामान्य रूप से स्वीकृत अंतर्राष्ट्रीय कानून का उल्लंघन किया।",IndicTrans_Samanantar,Neutral,NP
The U.N. also hopes to finalize a fund to help countries affected by global warming to cope with the impacts.,साथ ही संयुक्त राष्ट्र संघ वैश्विक तापवृद्धि से प्रभावित देशों को इसके प्रभावों से निपटने में सहायता करने के लिए एक निधि को एकत्र करने की आशा करता है।,संयुक्त राष्ट्र को भी ग्लोबल वार्मिंग से प्रभावित देशों को प्रभावों से निपटने में मदद करने के लिए एक कोष को अंतिम रूप देने की उम्मीद है ।,bing_api,Omission,NP
The Articles required unanimous consent from all the states before they could be amended and states took the central government so lightly that their representatives were often absent.,लेख को संशोधित करने से पहले सभी राज्यों से सर्वसम्मति से सहमति की आवश्यकता थी और राज्यों ने केंद्र सरकार को गंभीरता से नहीं लिया और उनके प्रतिनिधि अक्सर सभा में आते ही नहीं थे।,अनुच्छेदों में संशोधन करने से पहले सभी राज्यों की सर्वसम्मति की आवश्यकता थी और राज्यों ने केंद्र सरकार को इतने हल्के में लिया कि उनके प्रतिनिधि अक्सर अनुपस्थित रहते थे।,google_api,Word_synm,P
The pH level is indicated by the amount of Hydrogen (the H in pH) ions in the tested chemical.,पीएच (pH) स्तर हाइड्रोजन (पीएच में मौजूद एच) कण के आधार पर बनता है.,पीएच स्तर परीक्षण किए गए रसायन में हाइड्रोजन (पीएच में एच) आयनों की मात्रा द्वारा इंगित किया जाता है।,IndicTrans_Samanantar,Fluent,P
Giancarlo Fisichella lost control of his car and ended the race very soon after the start.,जियानकार्लो फिशिचेला ने अपनी कार पर नियंत्रण खो दिया और शुरू करने के कुछ समय बाद ही दौड़ समाप्त कर दी.,गियांकार्लो फिसीचेला ने अपनी कार का नियंत्रण खो दिया और शुरू होने के बहुत जल्द बाद दौड़ खत्म कर दी।,cvit_iiith,Fluent,P
The first cases of the disease this season were reported in late July.,इस सीज़न में बीमारी के शुरुआती मामले जुलाई के आखिर में सामने आए थे.,इस मौसम में इस बीमारी के पहले मामले जुलाई के अंत में सामने आए।,mT5,Word_synm,P
"The modern city of Casablanca was founded by Berber fishermen in the 10th century BCE, and was used by the Phoenicians, Romans, and the Merenids as a strategic port called Anfa.","आधुनिक शहर कासाब्लांका की स्थापना 10 वीं शताब्दी ईसा पूर्व में बर्बर मछुआरों ने की थी, और इसे फोनेशियन, रोमनों और मेरिनेड्स द्वारा एक रणनीतिक बंदरगाह के रूप में इस्तेमाल किया गया था जिसे अनफा कहा जाता था.","आधुनिक शहर कैसाब्लांका 10 वीं शताब्दी ईसा पूर्व में बर्बर मछुआरों द्वारा स्थापित किया गया था, और फोनीशियाई, रोमन और मेरेनिड्स द्वारा अनफा नामक एक रणनीतिक बंदरगाह के रूप में इसका उपयोग किया गया था।",mT5,Word_synm,P
"Mutation adds new genetic variation, and selection removes it from the pool of expressed variation.","उत्परिवर्तन नई आनुवंशिक भिन्नता जोड़ता है, और चयन इसे व्यक्त भिन्नता के पूल से हटा देता है।","उत्परिवर्तन नई आनुवंशिक भिन्नता जोड़ता है, और चयन इसे व्यक्त भिन्नता के पूल से हटा देता है।",bing_api,Identical,P
"In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.","कई मामलों में, विदेश में किसी एक साल के गैप वाले कोर्स में दाखिला लेने से, असल में आपको अपने देश में उच्च शिक्षा वाले किसी कोर्स में दाखिला लेने की संभावना बढ़ जाती है.","कई मामलों में, विदेश में एक अंतर वर्ष पाठ्यक्रम पर नामांकन वास्तव में अपने घर देश में वापस उच्च शिक्षा में जाने की संभावना में सुधार कर सकते हैं ।",bing_api,Fluent,P
"The Plitvice Lakes national park is heavily forested, mainly with beech, spruce, and fir trees, and features a mixture of Alpine and Mediterranean vegetation.","प्लिटवाइस नेशनल पार्क घने जंगल से घिरा है, जहाँ मुख्य रूप से बीच, स्प्रूस और फ़र के पेड़ लगे हुए हैं, और यहां अल्पाइन और भूमध्य वनस्पति मिलती हैं.","Plitvice झीलोंराष्ट्रीय उद्यान भारी वन है, मुख्य रूप से बीच, सजाना, और देवदार के पेड़ के साथ, और अल्पाइनऔर भूमध्य वनस्पति का मिश्रण सुविधाएं।",bing_api,Default_similar,P
The Haitian Institute for Justice and Democracy has referenced independent studies that suggest the Nepalese UN peacekeeping battalion unknowingly brought the disease to Haiti.,हैतियन इंस्टीट्यूट फ़ॉर जस्टिस एंड डेमोक्रेसी ने स्वतंत्र अध्ययनों का हवाला देते हुए सुझाव दिया है कि नेपाली संयुक्त राष्ट्र शांति रक्षा बटालियन अनजाने में हैती में बीमारी लेकर आई है.,हाईटियन इंस्टीट्यूट फॉर जस्टिस एंड डेमोक्रेसी ने स्वतंत्र अध्ययनों का संदर्भ दिया है जो नेपाली संयुक्त राष्ट्र शांति बटालियन को अनजाने में हैती में बीमारी लाने का सुझाव देते हैं ।,bing_api,Tens_chng,NP
"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","स्थानीय अधिकारी संयंत्र के आस-पास के क्षेत्र में निवासियों को चेतावनी दे रहे हैं कि वे घर के अंदर रहें, एयर-कंडीशनर बंद कर दें और नल का पानी न पिएँ.","स्थानीय अधिकारी संयंत्र के आसपास के निवासियों को घर के अंदर रहने, एयर कंडीशनर बंद करने और नल का पानी नहीं पीने की चेतावनी दे रहे हैं ।",bing_api,Word_rplc,NP
"It is nearly impossible to exchange Falklands currency outside of the islands, so exchange money prior to leaving the islands.","द्वीपों के बाहर फ़ॉकलैंड की करंसी को बदलना लगभग असंभव है, इसलिए द्वीप छोड़ने से पहले पैसों को बदलवा लें.","द्वीपों के बाहर फ़ॉकलैंड मुद्रा का आदान-प्रदान करना लगभग असंभव है, इसलिए द्वीपों को छोड़ने से पहले पैसे का आदान-प्रदान करें।",google_api,Word_synm,P
"He did not set a figure for the cuts, saying they will be made based on China's economic output.","यह कहते हुए कि वे चीन के आर्थिक उत्पादन के आधार पर बनाए जाएँगे, उन्होंने कटौती के लिए कोई आँकड़ा निर्धारित नहीं किया.","उन्होंने कटौती का आंकड़ा तय नहीं किया, यह कहते हुए उन्हें चीन के आर्थिक आउटपुट पर आधारित बनाया जाएगा।",cvit_iiith,Word_rplc,NP
"Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day.","हालांकि, साधारण रूप से वैगनवे में लकड़ी से बने एकसमान तख्त लगे होते थे, लेकिन घोड़े उन्हें तेज़ गति से खींच सकते थे और उन दिनों के थोड़ी ज़्यादा ख़राब रास्तों पर ज़्यादा बड़े भार ले जाए जा सकते थे.","हालांकि वैगनवे सिर्फ लकड़ी के समानांतर तख्तों से युक्त थे, लेकिन उन्होंने घोड़ों को खींचने की अनुमति दी, ताकि उन्हें अधिक गति प्राप्त हो सके और दिन की कुछ अधिक दुर्गम सड़कों पर बड़ी-बड़ीभार खींचा जा सके।",cvit_iiith,Add_extra,NP
"Tommy Dreamer said ""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman.""",टॉमी ड्रीमर ने कहा “लूना पहली क्वीन ऑफ़ एक्सट्रीम थी. मेरी पहली मैनेजर. लूना की मृत्यु दो चाँद वाली मशहूर रात में हुई थी. वह रात उसकी तरह ही ख़ास थी. वह बेहद शक्तिशाली महिला थी.”,"टॉमी ड्रीमर ने कहा, लूना एक्सट्रेम की पहली रानी थी। मेरा पहला प्रबंधक। लूना दो चांद की रात को निधन हो गया। उसकी तरह ही खूबसूरत अनोखी।",cvit_iiith,Word_rplc,NP
"In the warm climate of the Middle East, the house was not so important.",मध्यपूर्व की गर्म जलवायु में घर उतना ज़रूरी नहीं था.,"मध्य पूर्व की गर्म जलवायु में, घर इतना महत्वपूर्ण नहीं था।",IndicTrans_Samanantar,Word_synm,P
"So, it is likely that the notation was added simply as a label.","इसलिए, यह माना जा रहा है कि नोटेशन को सिर्फ़ एक लेबल के रूप में जोड़ा गया था.","इसलिए, यह संभावना है कि नोटेशन को केवल लेबल के रूप में जोड़ा गया था।",bing_api,Word_synm,P
It is thinner under the maria and thicker under the highlands.,यह समुद्र के नीचे पतला और ऊँचे क्षेत्रों के नीचे मोटा होता है।,यह मारिया के नीचे पतला और ऊंचे स्थानों के नीचे मोटा होता है।,IndicTrans_Samanantar,Word_synm,P
"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","स्थानीय अधिकारी संयंत्र के आस-पास के क्षेत्र में निवासियों को चेतावनी दे रहे हैं कि वे घर के अंदर रहें, एयर-कंडीशनर बंद कर दें और नल का पानी न पिएँ.","स्थानीय अधिकारी संयंत्र के आसपास के निवासियों को घर के अंदर रहने, एयर कंडीशनर बंद करने और नल का पानी नहीं पीने की चेतावनी दे रहे हैं।",google_api,Word_rplc,NP
"In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.","इसके अलावा, इस बात से अवगत रहें कि गंधक भालू और अन्य वन्यजीवों को आकर्षित करते हैं, इसलिए गंधयुक्त खाद्य पदार्थों को ले जाने या पकाने से बचें और शिविर साफ रखें।","इसके अलावा, इस बात से अवगत रहें कि गंध भालू और अन्य वन्यजीवों को आकर्षित करती है, इसलिए गंधयुक्त खाद्य पदार्थों को ले जाने या पकाने से बचें और एक स्वच्छ शिविर रखें।",google_api,Fluent,P
Hokuriku Electric Power Co. reported no effects from the earthquake and that the Number 1 and 2 reactors at its Shika nuclear power plant were shut down.,होकूरिकू इलेक्ट्रिक पॉवर कंपनी ने रिपोर्ट दी कि भूकंप का कोई असर नहीं हुआ है. यह भी बताया कि इसके शिका न्यूक्लियर पावर प्लांट के रिएक्टर नंबर 1 और 2 बंद कर दिए गए थे.,होकुरिकु इलेक्ट्रिक पावर कंपनी ने भूकंप से कोई प्रभाव नहीं होने की सूचना दी और अपने शिका परमाणु ऊर्जा संयंत्र में नंबर 1 और 2 रिएक्टरों को बंद कर दिया गया ।,bing_api,Mixd_lang,P
It is thinner under the maria and thicker under the highlands.,यह समुद्र के नीचे पतला और ऊँचे क्षेत्रों के नीचे मोटा होता है।,यह समुद्र के नीचे पतला होता है और हाइलैंड्स के नीचे मोटा होता है।,NLLB,Word_synm,P
It is thinner under the maria and thicker under the highlands.,यह समुद्र के नीचे पतला और ऊँचे क्षेत्रों के नीचे मोटा होता है।,यह मारिया के नीचे पतला और ऊंचे इलाकों के नीचे मोटा होता है।,google_api,Word_synm,P
"The tiger's roar is not like the full-voiced roar of a lion, but more like a sentence of snarly, shouted words.","बाघ की दहाड़ किसी शेर की तेज़ आवाज़ वाली दहाड़ की तरह नहीं होती है, लेकिन उसकी बँधी हुई, चिल्लाने जैसी होती है.","बाघ की दहाड़ किसी शेर की पूरीआवाज वाली दहाड़ की तरह नहीं है, लेकिन ज्यादा फंकी के वाक्य की तरह, शब्द चिल्लाया ।",bing_api,Word_rplc,NP
"Ellsworth Land is the region south of the Peninsula, bounded by the Bellingshausen Sea.",पेनिनसुला के दक्षिणी क्षेत्र में एल्सवर्थ लैंड है जो बेल्लिंगशॉसेन समुद्र से घिरा हुआ है.,"Ellsworth भूमिप्रायद्वीप के दक्षिण क्षेत्र है, Bellingshausenसागर से घिरा हुआ है ।",bing_api,Mixd_lang,P
"An up-bow usually generates a softer sound, while a down-bow is stronger and more assertive.","एक ऊपरी-चाप आमतौर पर एक मृदु ध्वनि उत्पन्न करता है, जबकि एक निचला-चाप मजबूत और अधिक मुखर होता है।","एक अप-धनुषआमतौर पर एक नरम ध्वनि उत्पन्न करता है, जबकि एक डाउन-धनुष मजबूत और अधिक मुखर होता है।",bing_api,Mixd_lang,P
"An up-bow usually generates a softer sound, while a down-bow is stronger and more assertive.","एक ऊपरी-चाप आमतौर पर एक मृदु ध्वनि उत्पन्न करता है, जबकि एक निचला-चाप मजबूत और अधिक मुखर होता है।","एक अप-बो आमतौर पर एक नरम ध्वनि उत्पन्न करता है, जबकि डाउन-बो मजबूत और अधिक मुखर होता है।",IndicTrans_Samanantar,Mixd_lang,P
. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,. वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,वैज्ञानिकों का कहना है कि इस जानवर का पंख ऊपर से भूरा था और नीचे से हल्का या कैरोटीनोइड रंग का था।,NLLB,Fluent,P
"The sometimes-violent protests were triggered by failure to hold elections, some due since 2011.","2011 के बाद से, कभी-कभी चुनाव कराने में रहने की वजह से हिंसक विरोध शुरू हो गया था.","कभी-कभी हिंसक विरोध-प्रदर्शन चुनाव कराने में असफलता से भड़क गए, कुछ कारण 2011 के बाद से।",cvit_iiith,Word_rplc,NP
"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.","बुधवार के आयोजन के बाद, कारपानेडो ने चैंपियनशिप में दो इंडिविज़ुअल रेस में हिस्सा लिया.","बुधवार की घटना से परे, कार्पेनेडो ने चैंपियनशिप में दो व्यक्तिगत दौड़ में प्रतिस्पर्धा की।",NLLB,Mixd_lang,P
"If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken.","अगर कोई सवार घोड़े से फ़िंका जाता है लेकिन उसका पैर रकाब में फँस जाता है, तो घोड़े के भागने पर सवार खींचा जा सकता है. इस जोखिम को कम करने के लिए, कई सुरक्षा उपाय किए जा सकते हैं.","यदि किसी घुड़सवार को घोड़े से फेंक दिया जाता है, लेकिन उसका पैर रस्सी में फंस जाता है, तो उसे घसीटा जा सकता है यदि घोड़ा भाग जाता है।इस जोखिम को कम करने के लिए कई सुरक्षा सावधानियां बरती जा सकती हैं।",IndicTrans_Samanantar,Word_rplc,NP
"After its adoption by Congress on July 4, a handwritten draft signed by the President of Congress John Hancock and the Secretary Charles Thomson was then sent a few blocks away to the printing shop of John Dunlap.","4 जुलाई को कांग्रेस द्वारा अपनाए जाने के बाद, एक हाथ से लिखे गए मसौदे पर कांग्रेस के अध्यक्ष जॉन हैनकॉक और सचिव चार्ल्स थ्रॉन द्वारा हस्ताक्षर किये गए थे, फिर इसे कुछ ब्लॉक दूर जॉन डनलप की प्रिंटिंग की दुकान पर भेजा गया था.","4 जुलाई को कांग्रेस द्वारा इसे अपनाने के बाद, कांग्रेस के अध्यक्ष जॉन हैनकॉक और सचिव चार्ल्स थॉमसन द्वारा हस्ताक्षरित एक हस्तलिखित मसौदाको जॉन डनलप की प्रिंटिंग शॉप में कुछ ब्लॉक दूर भेजा गया था ।",bing_api,Mixd_lang,P
That didn't seem to make sense to me; it certainly wasn't fair.,यह मुझे समझ में नहीं आया; यह निश्चित रूप से उचित नहीं था।,यह मेरे लिए समझ में नहीं आया; यह निश्चित रूप से उचित नहीं था।,NLLB,Word_rplc,NP
"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.",लेटन ने पीएम से मुलाकात के दौरान कंज़र्वेटिव पार्टी के पर्यावरण बिल में बदलाव के लिए कहा था. अब कंज़र्वेटिव पार्टी के पर्यावरण बिल को “पूरी तरह से फिर से लिखने” के लिए कहा जा रहा है.,"लेटन ने प्रधान मंत्री के साथ बैठक के दौरान रूढ़िवादियों के पर्यावरण बिल में बदलाव के लिए कहा था, जिसमें रूढ़िवादी पार्टी के पर्यावरण बिल के ""पूरे और पूर्ण पुनर्लेखन"" के लिए कहा गया था।",NLLB,Default_similar,P
"Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.","नमी वाले कपड़ों को सुखाने के लिए उन पर इस्त्री की जा सकती है. कई होटल में लोन पर कपड़े प्रेस करने वाली ईस्त्री और बोर्ड मिलते हैं, चाहे ये चीज़ें कमरे में न भी हों.","नम कपड़े इस्त्री करने से उन्हें सूखने में मदद मिल सकती है। कई होटलों में लोहे और इस्त्री बोर्ड ऋण के लिएउपलब्ध हैं, भले ही कोई कमरे में मौजूद न हो।",google_api,Omission,NP
Pronunciation is relatively easy in Italian since most words are pronounced exactly how they are written,इतालवी भाषा में उच्चारण करना तुलनात्मक रूप से आसान है क्योंकि ज़्यादातर शब्दों का उच्चारण वैसे ही किया जाता है जैसे उन्हें लिखा जाता है,इतालवी में प्रत्यारोपण अपेक्षाकृत सरल है क्योंकि अधिकांश शब्दों में यह स्पष्ट किया जाता है कि वे किस प्रकार लिखे जाते हैं ।,cvit_iiith,Word_synm,P
"Sometimes special pyramid shaped towers, called ziggurats, were built to be a part of the temples.","खास पिरामिड के आकार के टॉवर जिन्हें कभी-कभी ज़िगुरैट के नाम से भी जाना जाता है, जो मंदिर के हिस्से के तौर पर बनाया गया था.","कभी-कभी विशेष पिरामिड के आकार की मीनारें, जिन्हें जिगगुराट कहा जाता है, मंदिरों का हिस्सा बनने के लिए बनाई गई थीं।",google_api,Default_similar,P
. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,. वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,. वैज्ञानिकों का कहना है कि इस जानवर का पंख शीर्ष पर चेस्टनट-भूरा था जिसमें पीला या कैरोटीनॉइड रंग का नीचे का हिस्सा था।,mT5,Fluent,P
"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","जापान की परमाणु एजेंसी के अनुसार, प्लांट में रेडियोधर्मी सीज़ियम और आयोडीन की पहचान की गई है.","जापान की परमाणु एजेंसी के मुताबिक, प्लांट में रेडियोएक्टिव सीज़ियम और आयोडीन की पहचान की गई है।",bing_api,Word_synm,P
"Even traditionally, though, not all Sámi have been involved in big scale reindeer husbandry, but lived from fishing, hunting and similar, having reindeer mostly as draft animals.","परंपरागत रूप से भी, हालाँकि, सभी सामी बड़े पैमाने पर बारहसिंगा पालन में शामिल नहीं हैं, लेकिन मछली पकड़ने, शिकार और इसी तरह से आजीविका चलाते हैं, बारहसिंगा अधिक्ततर ड्राफ्ट जानवरों के रूप में रखते हैं।","परंपरागत रूप से भी, सभी सामी बड़े पैमाने पर रेंडियर पालन में शामिल नहीं हुए हैं, लेकिनमछली पकड़ने, शिकार करने और इसी तरह की अन्य बातों से रहते थे, जिनमें रेंडियर ज्यादातर ड्राफ्टजानवरों के रूप में रहते थे।",mT5,Word_rplc,NP
The researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.,शोधकर्ताओं ने मेलामाइन और सियानुरिक एसिड को मिलाने से बिल्ली के मूत्र में क्रिस्टल्स को बनते देखा.,शोधकर्ताओं ने मेलामाइन और सायनुरिक एसिड के अलावा बिल्ली के मूत्र में गठित क्रिस्टल को देखा ।,bing_api,Word_rplc,NP
Goma is a tourist city of the Democratic Republic of Congo in the extreme east near Rwanda.,"गोमा, रवांडा के पास बिल्कुल पूर्व में कांगो लोकतांत्रिक गणराज्य का एक पर्यटन शहर है.",गोमा रवांडा के निकट अत्यंत पूर्व में कांगो के डेमोक्रेटिक रिपब्लिक का पर्यटन शहर है।,cvit_iiith,Mixd_lang,P
One bomb exploded outside the governor general's office.,एक बम गवर्नर जनरल के कार्यालय के बाहर फटा था.,एक बम गवर्नर जनरल के कार्यालय के बाहर विस्फोट हुआ।,NLLB,Word_synm,P
"Even traditionally, though, not all Sámi have been involved in big scale reindeer husbandry, but lived from fishing, hunting and similar, having reindeer mostly as draft animals.","परंपरागत रूप से भी, हालाँकि, सभी सामी बड़े पैमाने पर बारहसिंगा पालन में शामिल नहीं हैं, लेकिन मछली पकड़ने, शिकार और इसी तरह से आजीविका चलाते हैं, बारहसिंगा अधिक्ततर ड्राफ्ट जानवरों के रूप में रखते हैं।","यहां तक किपरंपरागत रूप से, हालांकि, सभी सामी बड़े पैमाने पर रेनडियर पालन में शामिल नहीं हुए हैं, लेकिन मछली पकड़ने, शिकार और इसी तरह से रहते हैं, रेनडियर ज्यादातर मसौदा जानवरों के रूप में होते हैं।",google_api,Word_rplc,NP
"As one example, American citizens in the Middle East might face different situations from Europeans or Arabs.","एक उदाहरण के रूप में, मध्य पूर्व में अमेरिकी नागरिकों को यूरोपीवासी या अरब के लोगों से अलग-अलग तरह की स्थितियों का सामना करना पड़ सकता है.","एक उदाहरण के रूप में, मध्य पूर्व में अमेरिकी नागरिकों को यूरोपीय या अरबों से अलग स्थितियों का सामना करना पड़ सकता है।",IndicTrans_Samanantar,Word_synm,P
"The qualities that determine a subculture as distinct may be linguistic, aesthetic, religious, political, sexual, geographical, or a combination of factors.","वे गुण जो किसी उप-संस्कृति को अलग बनाते हैं, जैसे कि भाषा, सौंदर्य, धर्म, राजनीति, यौन, भूगोल या कई सारे कारकों का मिश्रण हो सकते हैं.","उपसंस्कृति को विशिष्ट रूप से निर्धारित करने वाले गुण भाषाई, सौंदर्य, धार्मिक, राजनीतिक, यौन, भौगोलिक या कारकों का संयोजन हो सकते हैं।",google_api,Word_synm,P
"Generally speaking, two behaviors can emerge as managers begin to lead their former peers. One end of the spectrum is trying to remain “one of the guys” (or gals).","आम शब्दों में, जब प्रबंधक अपने पूर्व सहयोगियों का नेतृत्व करना शुरू करते हैं तो दो तरह के बर्ताव सामने आते हैं. स्पेक्ट्रम का एक सिरा “उन लड़कों में से एक” (या लड़कियों में से एक) बने रहने की कोशिश कर रहा है.","आम तौर पर, दो व्यवहार उभर कर सामने आ सकते हैं क्योंकि प्रबंधक अपने पूर्व साथियों का नेतृत्व करना शुरू कर देते हैं।स्पेक्ट्रम का एक छोर है 'लड़कों में से एक' (या दोस्तों) बने रहने की कोशिश करना।",IndicTrans_Samanantar,Omission,NP
"Please treat the site with all of the dignity, solemnity and respect it deserves. Do not make jokes about the Holocaust or Nazis.","कृपया इस जगह का सम्मान करें, अपने व्यवहार में गंभीरता रखें और इससे वही सम्मान दें जिसकी यह हकदार है. होलोकास्ट या नाज़ी लोगों के बारे में मज़ाक न करें.","कृपया इस स्थल को सम्मान, गौरव और सम्मान के साथ रखें, जो इसके योग्य है।",mT5,Omission,NP
These couples may choose to make an adoption plan for their baby.,ये जोड़े अपने बच्चे के लिए गोद लेने की योजना बनाने का विकल्प चुन सकते हैं.,इन दंपतियों को अपने बच्चे को गोद लेने की योजना बनाने का विकल्प चुनना चाहिए।,NLLB,Fluent,P
